Phrase,Label
Guzel bir urun begendik pratiklik acisindan alinabilir,Olumlu
"Gonderdiginiz urun yanlis gelmis nasil iade yada degisim yapabilirim
iletisim numarsi alabilir miyim lutfen iyi calismalar",Olumsuz
"Magaza yorumlarina bakarak urunu buradan almaya karar verdik Aynen
soylenildigi gibi samsung tr garantili ve acilmamis bandrollu kutusunda
aldik urunumuzu Hem a hem de magaza tavsiye edilir Basarilar diliyoruz",Olumlu
Urun   gun icinde elime ulastiservis kurulumu yokkaliteli bir gorunumu yokgonderdikleri  adet vida urune ait degilurunun montajini  kisi yapabilirsinizmontajlama icin filtreleri cikardigimda lamba gelisiguzel konmus sallaniyordumontaj islerinden anliyorsaniz yapabilirsinizanlamiyorsaniz hic bulasmayin sinir olursunuz kademeli hava cekme opsiyonu varses siddeti biraz varen iyi tarafi hava cekme siddetinin iyi olmasibence bu paraya kullanilabilir,Tarafsız
mukemmel gozukuyor,Olumlu
"urunu alir almaz denedikcok guclucok sessizcok fonksiyonel ve
kullanimi basitarastirarak aldim tercihimizi dogru yaptigimiz icin
mutluyuzdaha fazla para vermeye gerek yok ideali budur",Olumlu
tahmin ettigim gibi cikmadi idare eder kisaca ne iyi ne kotu usuulune uygun kullanirsan iyi sonuclar elde edersin parasina gore iyi sayilir,Olumsuz
Kahveyi kopuklu yapmasini cok begendim ve daha da onemlisi bunu yaparken kahveyi yakmamasi esas onemli ozelligi Genelde bu tur makinelerde kahve fazla pistigi icin yanik kokusu olusuyor bu modelde boyle bir sorun yok Goruntusu de cok sik,Olumlu
urunu henuz kullanmadim,Olumlu
Bana gelen cihazin kamerasi sorunluydu Cekim aninda ekranda karincali gosteriyordu Yazilim updatei ile cozulecek bir sorun gibi duruyordu fakat sifir cihazda  boyle bir durumla karsilasmis olmak iade etmeme yetti,Olumsuz
Bekledigimden kotu Yuklenen dosyalara erisim zor Istediginiz dosyaya ulasip onayliyorsunuz yine eski yani bir onceki dosyaya geri donuyor Sadece bununla sinirli da degil ,Olumsuz
Hic begenmedim,Olumsuz
"Bagli oldugunuz santral VDSL uyumlu ise bu modem ise yaramiyor Santral
calisanlari ayarlamayi bilmiyor o yuzden modem ise yaramaz kaliyor
Koyde bagladim calisti Sehir de calismadi",Tarafsız
urunu aldim dort kez kullandim tum plastikleri eridi duman cikmaya basladi sigortayi attirdi cok kalitesiz bir urun,Olumsuz
"elektrikli almayin yemek yaparken ayarini hic tutturamazsiniz dogal
gazli tuplu tercih edin derim",Tarafsız
"urun guzel ama darbeli geldimagaza sorumlulari ilgileniyor gibi
gozukuyorlar ama  haftadir sorun cozulemedibende ozel servise para
verip yaptirdim sonunda",Olumsuz
Sinbodan aldigim multi blender seti ve caycimi   ay  kullanmadan bozul du garantisine gondermeme ramen urunlerim  yildir geri alamiyorum her aradigimda ilgileneklerini soyluyorlar ama urunler yok,Olumsuz
"Goldmaster Ranger Plus Full HD 
Yaklasik  ay once Ankara Ankamall AVMTeknosadan aldim fakat aldigima alacagima pisman oldum 
Ilk gunler ekran acildiktan  dakika sonra yayin kesiliyor ve ekrana Desteklenmeyen mod yazisi cikiyordu gunlerce servisi aradim ancak servis telefonuna cevap veren yetkili calisanlar teknik konuda hic birsey bilmiyorlar Zor bela cevremden konu ile bilgili birinden yardim alarak sorunu cozdum saniyordum ki Simdi de tv calisirken bir anda ekran donuyor ve uydu alicisi kumandasi devre disi kaliyor  
Cihazi cok pahaliya aldim daha onceleri  ucuz ve basit bir cihaz kullaniyordun ama hic bir sorun yasamiyordum 
Ankaradaki servisi ariyorum cihazi getirin bizde belli bi sure kalsin size haber veririz diyorlar yani  hafta veya daha uzun sure tvsiz kalin diyorlar
Paranla rezil olmak dedikleri bu olsa gerek",Olumsuz
"Philips e yakisir bir urun degil
Urun biraz daha kaliteli olabilirdi Sesi normal sayilir ama tok bir sesi yok sagindan solundan ses geliyormus gibi catalli bir sesi var Ayarlanabilir baglik uzadikca asagi yukari dogru mm oynuyor Kanallari daha dar yapip daha siki yapilabilirdi Piyasa mallarina yakin bir urun Avantaji sisteme kayit olursaniz garantiyi  yila cikarabilirsiniz Zira bu urun icin buna ihtiyac olacak gibi",Tarafsız
Urun gayet guzel ve kullanisli  ekonomik ve kisa programi cok iyi  temizlemeside gayet guzel  ayrica sessiz calisiyor sifir ses bekleyemezsiniz calisan bir makinadan Ertesi gun elime ulasti ve onun ertesinden kurulum gerceklesti  Tavsiye ederim,Olumlu
Ceyizim icin yorumlarini arastirip aldim umarim memnun kalirim ,Olumlu
Bulasik mak inadini yeni aldim Makinanin  kapagi ve oekmeceletini acarken tingir mingir  ince teneke gibi seslet cikartiyor,Olumsuz
Olumlu yonleri Boyutundan beklenmedik derecede guclu,Olumlu
Merhaba urunun garantisinden bahsedilmemis garantisi var mi,Tarafsız
Ben ucuz diye aldim cok pismanim gecen gun lahmacun ici hazirlayayim dedim hic iyi dogramiyor malzemelerin suyunu cikartiyor Ayrica seside cok rahatsiz edici,Olumsuz
Sarj konusunda sikintili biraz bide  yil oncenin cihazi uretim yili  Telefon sarj aletiyle sarj edersiniz  Usb olmasi sikinti degil,Olumsuz
anneme aldik daha once de kullanmistik cok yuksek performansli kullanmayanlar icin uygun fiyatli iyi bir telefon hepsiburadadan da memnunuz,Olumlu
"Urun calismadi soru sordum musteri hizmetlerine yonlendirildim onlarda
ozemediler ve iade talebi olusturdum buna ragmen iade kabul etmediler
yasal olarak  gun icerisinde ne olursa olsun iade almak zorunda
olduklari halde",Olumsuz
Camasir kapasitesi iyi kurutma da oldukca iyi tam kurumus bir sekilde aliyorum camasiri fakat maalesef gercekten biraz sesli Yikama yaparken falan hic ses yok sikmada da oyle Fakat su alirken ve su bosaltirken cok ses cikartiyor Onun disinda camasirlari temiz yikiyor fiyatina gore iyi,Tarafsız
Yeni aldim  hemen kullandim Rengi harika  cok zarif  yer kaplamiyor Kargo ozenli ve zamaninda geldi Tesekkurler,Olumlu
" seviyesinde ses normal ancak uc seviyesine cikinca anormal derece
ses artisi var cekis durumu cok kuvvetli ancak pramit davlumbazlari
tercih etmeniz daha iyi bu fiyata daha guclu pramit davlumbaz bulunur
ve daha cok ceker",Tarafsız
"cokta anlatildigi gibi kopuk kopuk degil kullanimi pratik olmasi sart
mi bir evde sanirim degil",Olumlu
"Olumlu yonleri Hafif rahat kullaniliyor

Olumsuz yonleri Orijinal supurgelerde oldugu gibi havalandirma delikleri yok cabuk isiniyor Kendim bicakla kesip delik actim Kablo sarma mandallari  sabit yapmislar Orijinali yayli",Tarafsız
Fiziksel olarak bir magazada gordugunuz takdirde bu urunu  almazsiniz  Tuslar birbirine sikistirilmis  kucultulmuskullanisli bir urun degil  Logitech firmasi urunun kullanisli olmasini degil olabildigince kucuk olmasini amaclamis Mouseta ona keza cok kaliteli bir urun degil  Piyasadaki  tllik setler kullanis olarak daha iyidir ,Olumsuz
"Urun elime ezilmis yipranmis bir halde geldi Henuz deneme firsati
bulamadim ama bu sekilde urun teslim edilmesi beni biraz uzdu Zira
magaza sahibinin de bu sekilde bir urun almak istemeyecegine eminim
Kisacasi uzdu",Olumsuz
Orjinal degil Telefonu sarj ediyor gosteriyor ama etmiyor Memnun kalmadim Iade edecegim,Olumsuz
cok begendim kibar durusuyla mutfakta tarz yaratiyor kalabalik misafirler icin cok uygun alacaklara tavsiye ederim,Olumlu
urun cok iyi paketlenmis olarak geldi fakat kullanmaya basladigimda anladim neden bu kadar indirime girdigini mikseri acayip sesli calisiyor oylesine gurultulu ki kek cirparken patmasindan korkuyorum o derece urunu aldigim icin pismanim,Olumsuz
Olumsuz yonleri Berbat,Olumsuz
kullanisli hizli bir sekilde yiyeceklerinizi isitiyor sadece sogumasi zaman aliyor,Tarafsız
Cokta kotu degil idare eder,Tarafsız
Urun cok cok kotu asla cekmiyor bosuna bu parayi vermeyin cok uzulursunuz philips alacaktim bir arkadasimin tavsiyesine guvendim ama resmen duz zeminde gordugum ufacik seyi cekmiyor keske sesli olsaydi da cekim gucu yuksek olsaydiBunu almamakla bana dua edeceksiniz net,Olumsuz
urunu aldik kullaniyoruz gercekten bir harikaDurumunuz el veriyorsa esinize ya da annenize yapabileceginiz buyuk bir iyilik,Olumlu
"Magaza urunu hemen kargoya verdi fakat  hafta sonra bana ulasabildi ve
kutunun agzi acikti ust kismi biraz cizilmisti bir daha ups kargo ile
kesinlikle urun almiyacagim ups kargo ile almamanizi oneririm",Olumsuz
Parasina gore guzel,Tarafsız
Cok iyi mukemmeltavsiyem  de ,Tarafsız
Cok ama cok guzel bi firin anneme aldik son derece memnun,Olumlu
"ele otudugunda serce parmak bos kaliyoryorumlara bakarak almistim
yanilmisim elimde  dk da agri olustu diger logitech mouselarla ayni
kalitede deģilaldanmayin urun sorularina baktim simdipaket acilinca
firma geri almiyormus mecburen mahkeme yoluyla parayi geri alacagiz
yorumlarda firmayi ovmuste ovmus millet ben de kandim oysa paketi
acmadan nasil anlayacaksin iyi mi kotu mu urun sattik gerisini musteri
dusunsun sorunlarla ugrassin kafasindalar bence firmadan da uzak durun
bu urunden de sorular kismini okuyunca o musteriye uzuldum almadan
gorseydim altin verseler almazdim",Olumsuz
Iphone den bu cihaza gectim Hiz olarak cok daha iyi bir cihaz Fakat pil kullanim suresi kisa Her aksam sarj etmek zorunda kaliyorum Cok oyun oynamadigim navigasyon kullanmadigim halde pili kisa gidiyor Sanirim cihazi satacagim,Tarafsız
Urun amazzon tarafindan bozuk olarak gonderildiBozuk olmasa bile iade edecektim plastigi gercekten cok kotu cocuk oyuncagi gibi bir urundu,Olumsuz
Mecburiyetten kullanacagiz,Tarafsız
Bosch alirken  defa dusunulmeli,Olumsuz
Avantajlar  Fiyat cok uygunbr Dezavantajlar  Montaj dahil mi bilmiyoruzbr Montajla ilgili bilgi verilmemis,Tarafsız
Hic tavsiye etmem bos,Olumsuz
Tavsiye etmem Fazla basiyor veya bazen hic basmiyor cok kotu,Olumsuz
Iki metre supurmeden duruyor nedenini bilemedim kullananlar bu sorunu yasiyormu acaba  Daha alali birkac ay oldu cekisi cok guzel fakat bu sorundan dolayi sikinti yasiyorum aydinlatabilen olurmu acaba,Olumsuz
Maalesesf arkadan devamli su atiyor ve buhar kapatilsada havayi buhar yapiyor,Olumsuz
 te aldim hala bir sorun yok ,Olumlu
siteniz araciligiyla almis oldugum urunu disaridaki piyasadan cok daha ucuza buldum Ve kullandigimiz uzere verdigim fiyata degdigini soyleyebilirim Tesekkur ederim,Tarafsız
pratik ve guzel urunancak F grubu enerji,Olumlu
tesekkurler ilgili satici hizli kargo memnun kaldim ,Tarafsız
Kesinlikle tavsiye etmiyorum blender cok gurultulu ve   kere ancak Kullanmisimdir ates cikti elimde patladi  dumanli cok kalitesiz ve cabuk bozulan  urun fiyati da kalitesine gore cok fazla bence,Olumsuz
Urun cok guzel kullanisli ama cok kucuk Oyuncak gibi,Tarafsız
"Paketleme iyi degildi Supurge guclu anlatildigi gibi Kullandiktan ve
gordukten sonra urunun fiyatinin biraz abarti oldugunu dusunuyorum",Olumlu
"Surgulu olmasi kapak arama derdini sonlandiracakti  ancak fonskiyonluk
daha onemli",Olumsuz
urunu almayi dusunuyorum arkadasin biri g sync var demis fakat urun ozelliklerinde g sync gozukmuyor,Olumsuz
yaptigi kahvelerde sorun ama urun problemli problem sudururunun cezvesinin altinda elektrik devreleri var ayrica ana govdeye baglantisi soketli yapilmis cezvede bu tip elektrik baglantilari oldugu icin suya tutamaz ve makinede de yikayamazmisiz ee bu cezveyi kahve yaptiktan sonra nasil temizleyecegiz,Olumsuz
Olumlu yonleri Cok begendim herkese tavsiye ederim,Olumlu
Urunu cok begendim kullanici yorumlarina gore almak istiyorum ama bu istedigim model cikmiyor karsima nekadar ugrassamda cam olan cikiyor yardimci olursaniz sevinirim,Olumsuz
Sorunsuz ve gayet iyi,Olumlu
Urunun boyutu cok buyuk fakat ust demlik alani kucuk kaliyor,Tarafsız
Cok begenmedim,Tarafsız
Goruntu hiz hersey cok guzelde kullanmaya baslayali  gun ekranda cizgi seklinde piksel hatalari olustu,Olumsuz
orijinal degil fiyatina gore yoklukta gider,Tarafsız
"Tamam 

Cok memnun kaldim tesekkur ederim",Olumlu
"Hem yorumlara hem markaya guvenerek tercih ettim ancak kesinlikle
memnun kalmadim An itibatiyle iki yikama yaptim en az  dk
beklettim fakat sararmaya en ufak bir faydasi yok Siradan bir
sampuandan farkini goremedim",Olumsuz
urun elimde kirilacak diye korktum plastikleri cok kotu pitman oldum iade edecegim,Olumsuz
 senelik omru var reklamlarini bile gorunce kapatiyorum,Olumsuz
"Urunun  bir metreye yakin kablosu var 
Urun govdesinin boyutu bulasik sungerinin capi kadar 
icinden cikan Cd ile kurulumu yapmam gerekti 
evimin icindeki modemi  dis goruyor arada da  duvar varmesafe olarak dokuz on metre falan var acikcasi beklentim daha yuksekti cok ovulmus ama bu ovguyu hakedip etmedigini alip kendiniz takdir ediniz is gorur ama  dislik",Tarafsız
"Kargo  gun sonra geldi o zaman neden ayni gun yaziyorlar bilemiyorum
Kirmizi isigi kirik geldi Ama yine de kullaniyoruz dedikleri gibi yagda haslanmis patates oluyor ilginc bir sekilde Tamamen kullanilamaz olmasa da biraz hayal kirikligi",Tarafsız
"Buyuk beklentiyle almadim ama yine de bekledigimden daha kotu geldi
Bicak kismi cok sert ve cildi rahatsiz ediyor
Iyi kesmedigi icin caninizi acitabiliyor
Kulak ustu vs killar icin iyi ama sac ve sakal icin daha iyi bir makina almanizi oneririm",Olumsuz
"urun hakkinda hic bir fikrim yok cunku sagolsin surat kargo dagitima
cikarmiyor  haftadir urunu magaza da ne kadar ilgisiz olunabilirse o
kadar ilgisiz sizlere tavsiyem urunu alacaksaniz baska bir magazadan almaniz",Olumsuz
urun tek kelime ile mukemmel,Olumlu
"tesekkur ederiiiz   urunumuz hizlica geldi ve sorunsuz cok guclu bir
sekilde de calisiyor",Olumlu
"telefon gayet hizli oyunlari super oynatiyor pupg warrobot denedim gayet
akici gb rem in cok buyuk katkisi var",Olumlu
evet cok memnun kaldim,Olumlu
Cok kaliteli bir urun mutfak robotu arayanlar baska yere bakmasin,Olumlu
NORMAL KULLANMDA GAYET IYI OYUNLARDA YETERSIZ,Tarafsız
alirken bu performansi beklemiyordum  dk da bol kopuklu kahve hazir cok begendim,Olumlu
Idare eder ama faturasi gelmedi ,Tarafsız
guzel sorunsuz geldi,Olumlu
Cok arastirdim tum yorumlari okudum piyasayi da gezdim ve diger urunlerden pahali da olsa bunu aldim iyi ki almisim gundur kullaniyorum tavsiye ederim bosuna aramayin gonul rahatligiyla alabileceginiz bir urun kalite kendini hisdettiriyor,Tarafsız
cok sessiz toz temizligi cok kolay ve dagilma yapmiyor sapi  saniye elinizden biraksaniz otomatik duruyor ekstra enerji tasarrufu memnunum,Olumlu
Urunu getiren kargo firmasi cok kotuydu Tasima esnasinda urun dusurulmus ayagi kirik bir sekilde teslim edildi Bu sebeple kargo gorevlisi gozlem yapmaya musade etmeden birakip gitmeyi denedim Calisilan kargo firmasi degistirilmeli,Olumsuz
Puana ve yorumlara bakarak aldim Henuz kullanma firsatimiz olmadi ama hemen yorum  yapmak istedim  Kargo inanilmaz hizliydi urun cok guzel paketlenmisti ve piyasadaki en uygun fiyata sahipti gercekten cok memnun kaldik amazzondan daha fazla alisveris yapmayi dusunuyorum saticiya ve amazzon ekibine her sey icin tesekkur ederim ,Olumlu
Ideal bir cihaz,Olumlu
Musteri yorumlarini okudum servis nakliye hizmet kurulum falan gibi problemler yasanmis Bunlar olabilir kisisel hatalardan kaynaklidir Ama bu urunun sesli calismasindan sikayeti olan arkadaslara sansizlik diye  dusunuyorum Ben  yilindan beri kullaniyorum mutfagim musait olmadigi icin yatak odasinin bir kosesine yerlestirdim inanin ki duvardaki saat in saniye cubugu beni rahatsiz ediyor ama sogutucunun calismasindan hic ama hic sikayetim olmadi Urune emegi gecenlerin ellerine saglik Iyi ki varsin Eren Vestel,Olumlu
Uc gun kullanabildim dustu ve optic lensi bozuldu,Olumsuz
tesekkur ler Super urun bir aile icin cok ideal sevgiler gununde aldim,Olumlu
Keske renk seceneklerinde fiyat farki olmasaydi kullanisli bi model,Tarafsız
Urunu anneme aldim Normalden buyuk ve guzel Ertesi gun teslim edildi Isi ayari da var Ustunde camli bolumun olmasi pisirirken arada kontrol etmenizi de sagliyor Tavsiye ederim,Tarafsız
ocaktan kurtarir hemde fiyatina gore cok cok iyi kopuklu kahveler icin bir kere karistirmak yeterli,Olumlu
Gayet guzel bir urun,Olumlu
Berbat ve otesi bir urun  gunden fazladir  kargolanmazmi yaaaa Cinden bile siparis verdiginizde bazen   gunde teslim ediyorlar diyecek soz bulamiyorum,Olumsuz
bataryasi harika minimum iki gun kullaniyorum sakin kullanimda  gune kadar cikiyor,Olumlu
Ben cok begenmedim,Tarafsız
fiyatina gore cok guzel bir urun Ozenle paketlenmis kargolanmisti Tskler,Olumlu
memnun kaldim ,Olumlu
 senedir kullaniyorum ve buna benzemeyen yeni suurge ariyorum Haliya yapisiyor evet yapistigi icin supuremiyorsunuz zaten sert zrminde gorunurdekileri bile cekmiyor almayin firlatip atmak istiyorum ben,Olumsuz
Cok kullanisli pratik haznesi buyuk tefal kalitesi,Olumlu
yani buhar veriyor ama kirisik actigi soylenemez cok memnun kalmadim bence yine Philips alin ama bu modelinden degil ben begenmedim acikcasi pismanim,Olumsuz
Urunu arkadasimda gorup aldim  Senedir evde kullaniyorum Kesinlikle demlik te alti da damlatma yapmiyor Caydanliklarimi kaldirdim Cok memnunum Suyu kesinlikle sogumuyor Surekli kaynatma yapmadigi icin de enerji tasarrufu sagliyor Az once de is yerimiz icin siparis verdim Bazi olumsuz yorumlari okuyunca kalitede dusme oldu mu acaba diye tereddut etmedim degil Ancak daha ucuz fiyatli aldigim makineyi  ay bile kullanmadan bozuldu Ben kesinlikle tavsiye ediyorum,Olumlu
Kablosuz Modem olarak Kullanabileceginiz hic yoktan iyidir diyebileceginiz bir modem Fazla bir sey beklemeyin,Tarafsız
Fiyata gore mukemmellllllll,Olumlu
Fiyata gore gayet guzel alinabilir,Olumlu
Urun cin mali vs ancak iyi bir urun uretici secilmis Gayet sorunsuz,Olumlu
"sarj suresi cok uzun ama cok cabuk bitiyor
surekli sarjda birakmamiz gerekiyormus 
buyuk supurge nin suyunu koyana kadar bununla  dakikada isim bitiyor hali uzerinde kullanmayin 
sadece parke fayans gibi duz yerlerde kullanin 
tavsiye",Olumsuz
fiyatina gore gayet guzel bir urun ,Olumlu
Olumsuz yonleri bi daha da boyle urun almam ucuz diye aldigim hemen yamulmaya megili biri urun goruntusune aldanip siparis etmistim keske etmeseydim,Tarafsız
Urun gayet basarili,Olumlu
Urun fena degil Cok fazla ozelligi yok ama is goruyor,Tarafsız
Verimli  kullanisli,Olumlu
Cok memnunuz,Olumlu
bu MODELDEN  yil once almistim acayip gurultulu calisiyormakineyerinde durmuyor servisi cagiracagimsozde sesiz motor diye almistik,Olumsuz
"Kullanilan malzeme goze batmiyor Yer problemi olanlar icin buyuk
sayilabilir Tabi bu goreceli bir sey neye gore buyuk o tartisilir
Daha once de Arnicanin bir urununu kullaniyorduk ve sanirim esim bir
degisiklik istedi yoksa hala calisiyordu ve bunu aldik Sesi eski
Arnicaya gore daha az Tasarimi son derece sik ve kullanimi oldukca
pratik Baslikta da yazdigim gibi urun fiyatina gore gayet iyi",Olumlu
 yil oldu makinayi alali yazlikdaki ev icin aldim inci yil  ay kullandim bu yilda cok kullaniyorum ama bardaklarim hep bulanik cikti servis cagirdik butun ayarlarini duzeltti limon tuzuyla bos calistir dediler yaptim bende  oda  gun guzel yikadi fakat tekrar ayni bulanik yikadi garantimin bitmesine  yil daha var hic memnun degilim misafirlere karsi utaniyorum herseyim mahvoldu ne yapabilirim bir ariza var ama cozulemedi yenisiyle yada baska modeliyle degistirebilirmiyiz,Olumsuz
"Magaza iletisimi hizmeti sorunsuz mukemmeldi Her firmanin boyle
elemanlara ihtiyaci var Ilgi ve alakaniza cok tesekkur ediyorum",Olumlu
Bu cihazi almaktansa realme  pro almak daha mantikli hem airbuds hediyeli  GB ram on cift kamera  w hizli sarj var ana kamera  MP gb ram snapdragon g islemci talepleri karsilamiyor bu cihaz ara cihaz olarak uretilmis fp cihazi degil benim nazarimda  Fiyat yuksek,Tarafsız
"Kargolama ve paketleme iyiydi Fatura gondermedi Uzatmamak icin urun
saglam olunca onay verdim Alisveris isinde ozenli olmasini tavsiye ediyorum",Olumlu
Olumlu yonleri sorunsuz teslim geliyor,Olumlu
"Olumlu yonleri bir yili askin suredir kullaniyorum
cekis gucu mukemmel
sessizligi on numara gece saatlerinde bile calistirabilirsiniz
koldan acma kapama dugmesi islevi de harika",Olumlu
Kulaklim elime  gunden az bir surede ulasti Kutu tasarimi ve icerigi guzel Tasima kabi  cmye  cm gibi bir buyuklugu var Sen kalitesinden cok fazla birsey beklemeyin Kulaklik kisa Metal olan yerler hosuma gitti Tasima kabida cok iyi dusunulmus,Tarafsız
"Gorunumu sik ve ince Simdiki uzun ince safinaz gibi telefonlari guzel bulmuyorum Kitap okumak internette gezinmek icin bu telefonun ekran oranlari cok iyi 

Isinma gibi problemi yok Yeni aldim uzun vadede batarya dayanikliligi hakkinda bir sey soylemek icin henuz erken ancak simdilik yogun kullanimda gunu rahat cikariyor

Kameralarin her ikisi de gayet iyi Arka kamerayi  mp cekime ayarladiginizda oldukca detayli ve temiz goruntu aliyor 

Ekran super amoled Mavi isik filtresi var Menuleri kullanisli

Kasa icin plastik diyenler olmus ucuz bir goruntusu yok ve arka kapak malzemesi telefon tutusunu iyi saglayacak sekilde kaymayi onledigi gibi agir bir gorunum de saglamis 

Samsung Turkiye garantisi var Hepsiburada saticisindan cuma siparis ettim cumartesi sabah ulasti",Olumlu
"Avantajlar  Dusuk fiyatbr Dezavantajlar  Malzeme kalitesi
										
								
									Okumayazma hizi
										
								
									Kapasitebr Urunun malzeme kalitesi vasat okuma yazma hizi dusuk",Olumsuz
Urun iyi bir monitor tv urun teslimi gayet guzel ve hizli Tek sorun LG yetkili servise ulasmak  saatte  defa aradim ulasamadim,Tarafsız
"sadece kutusu ile gonderilmis buyuk cesaret ne kopuk ne baska bisey
paketleme adina hic bisey yoktu Kargonun saglam getirmesi buyuk bi sans",Tarafsız
Icerisinde paraben var ince cizgilere cozum olmaditekrar almam,Olumsuz
cekim gucu gayet iyi rengi cok guzel indirimde aldik cok memnunuz,Olumlu
Max   lik telefon daha fazla etmez,Olumsuz
Uygun fiyatli iyi performansa sahip bir utu,Olumlu
urun cok guzel ama pembesini degil grisini gonderdiler pembesine asik olmustum halbuki,Olumlu
Anneme esime kayinvalideme aldik hepsi memnun,Olumlu
"Urun anlatildigi gibiydi Cuma gunu siparis verdim ctesi gunu geldi 
gunde geldi kargoyu hizliydi kahve denemesinde yaptik guzel oluyor bol
kopuklu oldu",Olumlu
Urunu henuz kullanmadan bu soruta cevap veremeyecegim,Olumsuz
"urun gayet guzel cekim gucu iyi tek eksik yani toz hazneli olmasi fakat
buda goz ardi edilebilir",Olumlu
Begenmedim cok basit,Olumsuz
siparis verdim bakalim ,Olumlu
"Urun gercekten cok kotu Asiri cizirdiyor Volum daha yarim iken ses
patlamaya basliyor Ses temiz fakat bass berbat",Olumsuz
"urun ayni ama yantarafi ezik kargo tasim esnasinda oldugunu sanmam cunku
sonrada ezilmise benzemiyor",Olumsuz
Olumsuz yonleri aski aparat hediyeli idi aski aparati kutuda yok ne zamn gondereceksiniz,Olumsuz
Fiyatina gore cok  iyi Gunluk kullanimda ihtiyaci karsilayabilir  Urun resimde goruldugu gibi cizigi kirigi ve  dokugu yok Iyi paketlemis sekilde elime ulastiOnemli not Eletrikle isitmali urunlerin ilk kullanimlarinda orta derece koku ve duman cikarabilir bu normaldir,Olumlu
mukemmel bir urun herkese tavsiye ediyorum,Olumsuz
super makina guzel calisiyo hemde kargo kapiya kadar getirdi bi icinde memnun kaldim,Tarafsız
urun kotu hayir begenmedim,Olumsuz
Kesinlikle tavsiye etmiyorum almayin  kere calisti daha sonra calismadi,Olumsuz
urunu kullanali bir bucuk yil oldu supurge ilk bir kac ay iyiydi ama sonrasi husran almak isteyen kesinlikle dusunmesi suan cekmiyor dunya para verip filtrelerini degistirsenizde en fazla  supurme sonrasi yine performansi sifira iniyor,Olumsuz
Isimi gordu cekim gucu bekledigimden dusuk ama  haftadir kullaniyorum surekli kesilen internetim kesintisiz devam ediyor,Tarafsız
Samsung MSKESND  Lt modeli firin siparisi verdim shopsamsungcomtr sitesinde stoklarda var demis olmasina ragmen siparis islemi bitince stokta yok tedarik asamasinda dediler Beni kandirdilar Parami da aldilar Siparisimi iptal ettirdigim tarihe kadar  hafta zamanimi aldilar Zaten sipariste parasini da pesin aldilar Sparisimi iptal ettigimde de  gun dediler iki kat vaktimi aldilar Kos koca Samsung firmasina Stoklarda var deyip de siparisi aldiktan sonra stoklarda yok tedarik asamasinda diyerek yalan soylemis olmak dunya devi Snmsunga yakistiramadim Ayrica yaptiklari yanlisin karsisinda musterilerinden ozur dilemesini bile bilmiyorlar Esefle karsiliyorum Benim kocaman bir ramazan ayimi bana zehir ettiler,Olumsuz
"Utuden cokk memnunum bozulursa gene vedtel bir ust modelini alirim
Evde yardimci bayan dusurdu ve arka bolumunu kirdi velhasil bozuldu garantisi coktan bitmisti servise gonderdim tamir edildi butun dis mekanizmasi kablosu sifirlanmis Olarak geldi ve pandemi sebebiyle musteri memnuniyeti amaciyla ucretsiz yapilmis Vestele cok tsk ediyorum tebrik ediyorum",Olumlu
"urun kalitesini koymus ortaya annem icin aldim magaza berbat olmasina
karsin urunum iyi bir teselliydi",Olumlu
Ne urunu kardesim hangi urun,Olumsuz
Ne yazik ki  ay sonra parcalar da sikinti yasadim Tam calisirken ayriliyor birbirinden,Olumsuz
Bu urunle ilgili olarak az once ikinci siparisimi verdim Il siparisimi uc yil once vermistim Ilk urunu  gun  saat esasina gore kullandik Cihaz hic durmadan sorunsuz calisti Tek sikintisi cay koyarken bardak disina dokulmesi Onun haricinde cok kullanisli bir cihaz,Olumlu
Fiyatina gore cok iyi kesinlikle tavsiye ediyorum ,Olumlu
Fiyatina gore guzel bir urun,Tarafsız
emis gucu zayif,Olumsuz
Yorumlarda aktigindan bahsedilmis ona ragmen siparis ettim Sonuc  disari ciktiginizda yaninizda ayna bulundurun zira saga sola bulasan ve akan urunu sik sik kontrol etmeniz gerekecek,Olumsuz
Cok kullanisli guzel tavsiye ederim,Olumlu
Urun fiyatina gore idare eder Cok kaliteli degil ve cok yer kapliyor Tostluk kismi cok ince,Tarafsız
Olumlu yonleri Cok kullanisli bir urun hem A enerji hem hepa filtreli hem cekis gucu oldukca iyi,Olumlu
bekar icin ideal ama boyutu biraz kucuk,Tarafsız
urunum tam istedigim gibi tesekkur ederim,Olumlu
"Internette urunle ilgili bolca bilgi ve yorum var Is goren standart ve
uygun fiyatli bir cihaz Bosch taki benzer urunden tek farki kazan
temizleme ozelligi olmamasi o da hijyen programinda yapilabiliyormus",Olumlu
"sobanin teker kismini nazik yapmislar kargodan tekerin biri kirik
cikti ama  watt oldugu icin isitmasi iyi ancak birde faturayi
gormek lazim",Tarafsız
Urunun portatif parcalari pratik cikarilip takilamiyor Filtresi her temizlikten sonra temizlenmeli Yedek filtreye kisa sure sonra ihtiyac duyuluyor  senedir kullaniyorum Hala alisamadim,Tarafsız
Hizli teslimat tesekkurler,Olumlu
Ne iyi ne kotu  bu fiyata normal bir urun,Tarafsız
Urun piyasaya gore uygun fiyat ve kargo bedelinden dolayi bu firmadan ilk kez alisveris yaptim Gayet ilgili ve hizli bir calisma surecleei var Siparisimle elime gecis suresi gayet tatminkar Tesekkurlee,Olumlu
