index,url,complaint
856,"https://www.sikayetvar.com/turkcell/turkcell-hat-hicbir-yerde-cekmiyor-2
",Turkcell Kurumsal hat kullanıyorum sürekli kopma problemi yaşıyoruz. Turkcell kalitelidir her yerde iyi çeker diye geçtim ancak tüm arkadaşlarımız aynı sorundan şikayetçiyiz. İnanılmaz derecede kötü çekiyor sürekli bağlantı kopuyor bir sayfayı açması dakikalar alıyor. Sorun altyapıdan mı her nedense umarım derhal düzeltirler.
857,"https://www.sikayetvar.com/turkcell/turkcell-askercell-alasehir
","Merhabalar
Manisa Alaşehir'de askerliğimi yaparken girişte satılan Askercell (Turkcell) hizmetini satın aldım fakat içeride hiçbir şekilde şebeke gelmedi. 4 gün içerisinde açılır bekleyin gibi geçiştirici cümlelerden sonra askerlik sonuna kadar (1 ay) boyunca hattan faydalanamadım. Bunun akabinde hizmetini kullanmadığım ürünün para iadesini talep ettiğimde de herhangi bir şekilde yardımcı olmayacaklarını söylediler."
858,"https://www.sikayetvar.com/turkcell/turkcell-tarife-fiyati-adaletsizligi
","Yıllardır Turkcell abonesiyim. Yıllık aboneliğim bittiğinde 15 GB olan tarifem yüzde yüz oranında artırılmıştı. Bana ilk üç ay indirim yapılacağı söylendi. Ben de tarife çok yüksek olduğu için tarifemi 10 GB düşürmek zorunda kaldım. Ancak yaptığım araştırmalara göre, ben tarifemi uzatmazsam sadece yüzde on beş zamlı olarak aynı tarifeyi kullanabileceğimi öğrendim. Tarife fiyatımla alakalı olarak indirim yapılmasını talep ediyorum. Aksi takdirde eski tarifemden indirim tutarının düşülerek yıllık abonelikten bağımsız olarak yararlanmaya devam etmek istiyorum."
859,"https://www.sikayetvar.com/turkcell/turkcell-midi-life-aboneligi-4
",Midi life denen paket neyse hattımdan iptal edin yoksa bunca yıl sonra operatör değişikliği yapacağım bu konuda bilgilendirme yapılmadı. Kimsede aramadı benden habersiz izinsiz paket yükleyemezsiniz her ay 25 TL alıyorsunuz hakkınız yok bilesiniz. Siz yapmazsanız çözümü adalet ile çözerim 4-5 aydır düzenli olarak alınıyor yeter artık
860,"https://www.sikayetvar.com/turkcell/turkcell-kullanmak-pismanliktir-3000-tl-fatura
","Turkcell'den kart çıkarmak için şubelerine başvurdum. Şube bana, faturalı hatlar önerdi; bunların iptal bedelleri olmayacağını, para yatırmadığınız zaman otomatik olarak iptal olacağını ve 'rahat paket' olarak bana bunları önerdi. Bundan iki ay sonra ödemediğim paket için benden 3.000 TL para kesildi ve bunu ödemediğim takdirde kara listeye gireceğimi, mahkemelik olacağımı ve dava açacaklarını söylediler. Bayinin önünde 'iptal bedeli olmayan faturalı kampanyalar' diye yazıyor. İki haftadan beri iletişime geçmeye çalışıyorum ancak kimse benimle iletişime geçmiyor ve sürekli arayıp gecikme faizinin bindiğini söylüyorlar. Yetkili biriyle görüşmek için arıyorum ancak dönüş yapılmıyor. Dönüş yapılsa da 72 saat sonra yapılacağını ve sonuçlanacağını söylüyorlar. En son alacağınız hatlardan biri olsun; sadece 10 GB internet için 920 TL kesilmiş. Yazıklar olsun size."
861,"https://www.sikayetvar.com/turkcell/turkcell-gereksiz-borc-yansitmak-ve-60-gun-ceza-vermek
",Telefon numarası değişikliği yapmak istediğim için 13 Mayıs 2024 tarihi saat 23:28'de 532'yi arayarak Turkcell müşteri hizmetlerine ulaştım. Kendileriyle görüştüm. 136 Türk lirası karşılığında telefon numaramı değiştirdiler. Numara değişikliği sonrası hiçbir sosyal medya hesabına giriş yapamadım. Bana verilen telefon numarasının başkası adına olduğunu ve kendisinin tüm sosyal kanallarda aktif olduğunu öğrendim. Girmeye çalıştığım her sosyal medya platformunda bana verilen 0535*****19 numaralı telefon numarasının farklı bir telefonda zaten kayıtlı olduğunu ve diğer telefona onay kodları gönderildiğini gördüm. 532'yi tekrardan aradım bana sinyal güncellenince düzeleceği söylendi. Yeni sinyaller yollandı ancak hiçbir değişiklik olmadı. 14 Mayıs 07:55'te tekrardan 532'ye ulaştım ve yapabilecekleri bir şey olmadığını telefon numaramı tekrardan değiştiremeyeceklerini ancak eski numarama dönebileceğimi söylediler. Turkcell hatasından kaynaklanan sebep nedeniyle eski numara döndürdükleri için tekrardan 136 lira borç faturama yansıtıldı. Yine onlardan kaynaklanan sebepten ötürü 60 gün boyunca telefon numarası değişikliği yapamayacağım söylendi. Hatalarından kaynaklı olarak borç bana yansıtıldı ve 60 gün cezası da yine bana kesildi. Gereğinin yapılmasını rica ediyorum.
862,"https://www.sikayetvar.com/qayle-store/qayle-store-internet-sitesi-sikayeti
","Ürün sipariş verdim. Ödemesini gerçekleştirdim fakat kargoya dair hiçbir bilgi yok. Sitede hesabımda gönderildi diyor ve MNG Kargo'ya verildi diye görünüyor fakat MNG'yi aradım ve adıma herhangi bir gönderi bulunmadığını söylediler. Kendilerine mesaj attım ve 10 saate bir dönüş alıyorum. Sürate verildi diye geri dönüş sağladılar. Süratten de herhangi bir kargo mesajı almadım. Daha sonrasında ürün çıkışı bugün tekrardan sağlanacak dendi fakat hâlâ kargoya verilmedi. Mesajlara da bakılmıyor. Hiçbir mecradan geri dönüş yapmıyorlar. Hesabı kullanıyorlar, hikaye paylaşıyorlar ama. Telefon numarası zaten mevcut değil."
863,"https://www.sikayetvar.com/hepsiburada/hepsiburada-dayanaksiz-hatali-urunler
","Merhabalar yeni aldığım eve taşınma sürecindeyim. Yaptığım tadilatlardan bir tanesi mutfak batarya değişimi. 3 yollu batarya aldım montaj yaptım kaynaklı bölgeden su kaçırmaya başladı, musluk kapalı iken de su kaçırıyor. Değişim talebinde bulundum bilmiyorum kaç gün bekleyeceğim?"
864,"https://www.sikayetvar.com/mieko/mieko-hifree-g1-bluetooth-calismiyor
","Hifree G1 Scooter aldık. Hepsiburada üzerinde Mieko firmasından fakat Bluetooth çalışmıyor ve konuda hiçbir destek verilmiyor. Cihazı alırken Bluetooth özelliği var demelerine takılmayın. O yüzden cihazın Bluetooth özelliği yok, varsa da zaten destek yok. Ona göre alın."
865,"https://www.sikayetvar.com/turk-telekom/turk-telekom-telekom-faturaya-itiraz
","Türk Telekom faturalı mobil telefon hattı 09.05.2024 tarihli faturam 167,34 TL olması gerekirken 302,25 TL olarak düzenlendiğini görmekteyim. 135 TL fazladan fatura tutarı SMS, MMS, katma değerli servisler olarak görülmektedir. Girmediğim veya girmişsem eğer 135 TL'lik kaydın dökümünün çıkartılmasını istiyorum. Aksi halde fazlalık kaydının çıkartılmaması durumunda ödeme yapmayacağımı beyan ederim."
866,"https://www.sikayetvar.com/whatsapp/whatsapp-arama-sikayeti-2
","+92 31767139**Numarasından WhatsApp üzerinden tarafıma 24.05.2024 tarihinde saat 17:15'de arama geldi. Acaba yurt dışından tanıdıklarım mı diye cevap verdim ama hemen kapattılar. Ülke kodu +92 olan Bu ülke ile hiçbir kişisel veya ticari ilişkim bulunmamaktadır. Bu durumdan oldukça rahatsız oldum. Mesajı gönderen numara ve mesaj tarafımca engellenmiştir. Kesinlikle şikayetçiyim. Hesap bilgilerimin ele geçirilmesi, telefon numaramın izinsiz kullanılması; herhangi bir şekilde özel bilgilerimin, mesajlarımın ve fotoğraflarımın ele geçirilmesi, adıma şirket kurulması, alış satış yapılması ve adıma borç çıkartılması durumunda hiçbir sorumluluğu kabul etmediğimi beyan ediyorum. Tüm sorumluluk WhatsApp'a aittir."
867,"https://www.sikayetvar.com/michelin/michelin-lastik-satin-alinca-opet-yakit-kampanyasi-olacakti-ama-olmadi
","İzmir Karaca lastikten Michelin'den dört adet 17 inç sıfır lastik aldım ve kampanya sitesinden fatura görselini de yükleyerek form doldurdum. İki üç gün içinde telefonunuza kod gelecek, bununla Opet'ten 1350 TL'lik akaryakıt alınacağını belirttiler. Ancak ne mail geldi ne SMS. En kısa zamanda çözüm bulunmasını istiyorum."
868,"https://www.sikayetvar.com/sur-celik-kapi/sur-celik-kapi-yanlis-montaj-nedeniyle-3-yillik-kapiyi-degistirmek-zorunda-kaldim
","Sur Çelik Kapı'nın yanlış montaj yapılmış olmasından dolayı yaşanan kronik sorunun normalmiş gibi bizlere anlatılması, ayrıca firma çalışanlarının 2021 Aralık ayında sıfır takılan kapının sorunlu olduğunu neden 2024 yılında söylediğimi sorguluyorlar. Eve ustalar tadilat için gelmeseydi böyle bir sorundan haberim bile olmayacaktı. Kapının normal çalışmasının bu şekilde olduğunu sanıyordum. 3 yıllık kapıyı mecburen değiştireceğim. Kapınız montaj yapılırken dışarıdan bir usta çağırıp su terazisi ile montaj sonrasında kontrol ettirmeniz gerekiyor. Ayrıca inşaat, tadilat işlerinde uzman olmanız firma tarafından bekleniyor, yoksa kendileri hata kabul etmiyorlar."
869,"https://www.sikayetvar.com/kuryenet/kuryenet-kargo-teslim-sorunu-40
","Kuryenet, Akbank'tan istediğim kredi kartını bir aydır getirmiyor. Hiçbir şekilde yetkili bir kişiyle iletişim kuramıyoruz. Dağıtım yaptıkları şubenin numarası ve adresi yok. Sora sora bulduğumuz adrese gittiğimizde ise mesai saatleri içerisinde kapalı olduğunu gördük. Yanındaki esnaflara sorduğumuzda sadece gece oturmaya geldiklerini söylediler. Böyle bir sorumluluğu alamayacak bir şirketle çalışmak, bankalar için ne kadar mantıklı anlam veremedim."
870,"https://www.sikayetvar.com/greyder/greyder-yazlik-ayakkabi-kenari-acilma-yapti
","Greyder mağazasından ürünü geçen yazın sonunda almama rağmen, toplamda giyilme sayısı çok az olmasına rağmen, ayakkabının rengi resmen soldu ve kenarlarından açıldı. Sanki yıllardır kullanılmış gibi görünüyor. İade ya da değişimini istemekteyim. Bu konuda yardımlarınızı rica ederim."
871,"https://www.sikayetvar.com/falez-mutfak-esyalari/falez-marka-duduklu-tencere-hava-problemi
",Çeyizim için almış olduğum Falez marka düdüklü tencereyi hiç kullanamadık. Ürünü alıp kutusu ile birlikte beklettik düğün sonrası kullanmak için ve ürünü yeni kullanmaya başladık. Daha ilk kullanımımızda dışarı su taşıyordu eşim yaptığı araştırmalara göre silikon conta uzun süre kullanılmayınca böyle sıkıntılar olabiliyormuş. Bu yüzden Falez markası üreticisi Hürsultan paslanmaz mutfak aletlerinden eşim yeni silikon conta aldı. Ancak yeni gelen conta ile de su taşmıyor bu sefer. Ancak dışarı hava kaçırıyor ilgili firmaya hiçbir şekilde ulaşamıyoruz konu ile alakalı daha hiç kullanamadan düdüklü tenceremiz çöp oldu patlayacak bir şey olacak diye korkuyorum.
872,"https://www.sikayetvar.com/turkcell/turkcell-rahat-tarifeden-faturaliya-gecis
",Yıllardır Turkcell abonesiyim. Artan maliyetler sebebiyle tarifemi rahat tarifeye geçirmiştim birkaç yıl önce. Rahat tarifenin avantajı olması yanında kötü bir avantajı şu ki firma isteği dahilinde tarife fiyatını güncelliyor 255 TL olan tarifem 330 TL'ye yükseldi. Rahat tarife den faturalıya da geçemiyorum cihaz kampanyam varmış. Aslında cihazı da peşin fiyatına alıp ödedik anlamadım neden böyle bir çıkmaza soktular beni. Tutar çok yüksek benim bütçeme. Yarımcı da olunmadı. Anlamadım ne yapacağım şimdi ben
873,"https://www.sikayetvar.com/turkcell/duyarsiz-turkcell-musteri-cozumsuzluk-merkezi
","Merhaba Turkcell iletişim kanallarından taahhüt yenileme yapmak için defalarca başvuruda bulunmama rağmen bizim talep ettiğimiz ürün ve paketleri vermemek için açıklaması yapılmayan kriterleri gerekçe göstererek işlem gerçekleştirilmiyor. Kendi uygun gördükleri ihtiyacımız olmayan paketleri önererek müşteriyi mağdur etmektedir. Günümüzde insanların ihtiyaç ve talepleri, ekonomik getirileri farklı farklıdır. Kendilerine ısrarla belirtmemize dikkate almıyorlar ben şahsen sürekli operatör değiştirmek istemiyorum neden yeni gelen avantajlı oluyor mevcut müşteri önemsenmiyor"
874,"https://www.sikayetvar.com/turkcell/turkcell-datca-da-yurt-disinda-1
",Turkcell yurt dışı kullanım ücreti
875,"https://www.sikayetvar.com/turkcell/turkcell-benim-olmayan-tel-numarasi-icin-fatura-mesaji-geliyor
","Turkcell'den benim olmayan bir numaraya ait fatura tutarı şeklinde mesajlar geliyor ve bu, daha önce de farklı bir numara için yaşanmıştı. Bu durumdan rahatsızım. Turkcell danışma hattını aradım, ancak müşteri temsilcisine bağlanamadım. Turkcell kullanıcısı da değilim. E-devlette adıma kayıtlı bir hat da gözükmüyor."
876,"https://www.sikayetvar.com/turkcell/turkcell-recom-alacak-beni-rahatsiz-ediyor-1
","Recom adlı kullanıcının beni rahatsız etmesi, S***** Ç**** adına Turkcell faturasının ödenmemesi nedeniyle haciz gibi yaptırımlar geleceğine dair mesajlar alıyorum ve bu durumdan artık rahatsızlık duymaya başladım. Lütfen artık beni rahatsız etmeyin. Günde üç kez mesaj atılıyor; lütfen artık mesaj gönderilmesin."
877,"https://www.sikayetvar.com/turkcell/turkcell-iki-paketimden-de-ayni-anda-yiyor
","Turkcell'de bir paketim bulunmaktaydı, daha sonra Turkcell'in 30. yılına özel bir ek kampanya ile paketim iki katına çıkarıldı. Ancak her ikisini aynı anda kullanırken, hem dakikalarım hem de internetim tükeniyor. Bu durum oldukça mantıksız; öncelikle mevcut olan paketin tükenmesi ve ardından diğer paketin devreye girmesi gerekmiyor mu? Neden ben bu sorunu yaşıyorum?"
878,"https://www.sikayetvar.com/turkcell/turkcell-sebekeler-cekmiyor-acil-destek
","Turkcell şebeke problemi! Bulunduğum lokasyonda telefonlar yaklaşık bir haftadır çekmiyor. Çok merkezi bir yerde olmamıza rağmen bu problemin bir haftadır çözülemiyor olması kabul edilemez. Muhtemelen baz istasyonlarından birisi arızalı ancak ne yazık ki bir haftadır herhangi bir ilerleme kaydedilmedi. Şükürler olsun ki 19 Mayıs günü sözleşmem sona eriyor ve henüz yenilemedim taahhüdümü. Sanırım operatör değiştirme vakti gelmiş. Bulunduğum lokasyon Çağlayan Mahallesi, Esen Sokak - Kağıthane/İstanbul."
879,"https://www.sikayetvar.com/turkcell/turkcell-insanlari-yanlis-yonlendiriyor-magdur-ediyor
","Taahhüt bitiş tarihim 24/05/2024 aynı zamanda fatura kesim tarihim. Uygulama sürekli taahhüdümün bitmesi ile ilgili uyarı verdiğinden bugün yani bitime 7 gün kala yeni bir taahhüt için sistemden giriş yapıp önümüzdeki 1 yıl için yeni taahhüt vererek sistemde başlattım. Bir de gördüm ki uygulamaya girdiğimde yeni taahhüt başlamış, ancak fatura kesim tarihi değişmemiş yani yine 24/05/2024. Sadece 7 gün için yeni tarife üzerinden yeni yüksek tutardan bana fatura kesmekte. 24/05/2024 de bittikten sonra taahhüt vermek gerekiyormuş böyle bir durum yaşanmaması için. Böyle saçmalık olabilir mi? Yeni taahhüdümü iptal edin dediğimde de yapılamadığını söylüyorlar. O zaman günlerdir neden bitime şu kadar kaldı bu kadar kaldı diye sürekli mesaj atıyorsunuz? Neden taahhüt verdiğim an itibariyle fatura kesim tarihini değiştirmeden sadece 7 gün için 1 aylık yüksek tutarda fatura ödetiyorsunuz? İnsanları yanlış yönlendirip fazladan para alıyorsunuz. Parasında değilim ancak cayma bedeli de alsanız farklı şebekeye geçeceğim."
880,"https://www.sikayetvar.com/turkcell/turkcell-kullanilmis-numara-satiyor-1
","Turkcell, kullanılmış hat satıyor ve bunun mümkün olduğunu ifade ediyor."
881,"https://www.sikayetvar.com/turkcell/turkcell-subesinin-yanlis-bilgilendirmesi
","15 Mayıs 2024 tarihinde Turkcell şubesine giderek hat taşıma ile ilgili bilgi almak istedim. İnternet üzerinden direkt e-sim ile kampanyalı şekilde başvuru olduğunu görmüştüm. Bayiye bunu iletmem üzerine o kampanyaların son bulduğunu şubeden başvuru yapabileceğini söyledi. E-sim ile başvuru istediğimi söyleyerek kabul ettim ve 410 Tl lik genç Turkcell 25gb paketini seçerek başvuruya başladık. Başvurunun sonunda e-simi direkt veremediğini hattım açılınca gidip e sim almam gerektiğini söyledi. Sonraki gün yani 16 Mayıs 2024 Tarihinde internetteki hat taşıma kampanyalarının devam ettiğini ve bana satılan aynı paketin 330 TL olduğunu gördüm, üstelik e sim ile direkt geçiş sağlanabiliyordu, müşteri hizmetlerini arayarak bana yanlış bilgilendirme yapıldığını ve hat taşıma işlemimi iptal ederek tekrardan başvuru yapmak istediğimi ilettim. İlk 24 saat içerisinde şubeden taşıma işleminin iptalini yapabileceklerini söylediler. Ancak şubeye gittiğimde böyle bir şey olmadığını söylediler. Kısacası 330 Tl lik paketi 410 TL'ye almış oldum üstüne hattım aktif edileceği gün 150 TL daha verip e sime geçiş yapacağım. Bu yanlış bilgilendirmenin 1 yıldaki bana kaybı 1110 Tl. Şubelerinize güvenerek iş yapamayacağımı anlamış oldum teşekkür ederim."
882,"https://www.sikayetvar.com/turkcell/turkcell-hat-kendi-kendine-kapandi
","Turkcell hattım kendi kendine kapandı. 15 Mayıs 20024 akşam saat 10'dan sonra bir baktım ki sim yok. Başka telefonlara taktım yine sim asla çalışmıyor. Ödenmemiş borcum yok keyfi hattı kapatmışlar. Çalışıyoruz, kimse ulaşamıyor. Arayamıyorum kimseyi. Müşteri hizmetlerine bile ulaşamıyorum hat kapalı. Acil bir şekilde sorunumu çözün."
883,"https://www.sikayetvar.com/turkcell/turkcell-mobil-sinyal-zayif
","Turkcell İletişim Merkezi'ni defalarca aradım, kayıt açtırdım ancak bir türlü çözüm bulamadılar. Bu konuyu bildirdim fakat çözüm bulunmuyor. Bulunduğum bölgede mobil sinyal çok zayıf; sadece bende değil, bulunduğum sokaktaki tüm binalarda aynı sorun yaşanıyor. Bu soruna bir çözüm bulunmasını sizlerden rica ediyorum."
884,"https://www.sikayetvar.com/turkcell/turkcell-tohas-bedeli-yansitilmasi-1
","Uzun yıllardır Turkcell kullanıyorum, otomatik fatura ödeme talimatım olmasına rağmen geçen ay faturam ödenmemiş ve bununla ilgili bildirim yapılmamıştır. 15.05.2024 tarihinde Turkcell'den aldığım bir mesaj ile hattımın kısıtlamalara kapanacağı ve 16.05.2024 tarihinde ödeme yapmadığım takdirde kullanıma kapatılacağı mesajını aldım. Bunun üzerine 15.05.2024 de yani mesajı aldığım gün faturayı ödedim ve önümüzde ki ay için bana ekran görüntüsünde görüldüğü gibi Töhas geç tahsilat bedeli yansıtılmış 55.9 TL gibi bir rakam geçmiş ödemelere bakıldığı zaman ilk defa böyle bir olayla karşılaştığım görülmektedir. Hat kısıtlamalara girmediği ve kapanmadığı halde bu TÖHAŞ geç yatırma bedelinin neden kesildiği hakkında müşteri hizmetleri ile görüşme sağladım. Onlarda yeteri kadar bilgilendirme yapmadı. Talep oluşturalım diyorum benim yapabileceğim bir işlem değil deniyor. Bu konunun incelenmesini aksi takdirde bunu yasal yollara başvuracağımı bilmenizi isterim. Kendi ellerinizle kendi müşterilerinizi soğutuyorsunuz. Turkcell kullanmaya devam etmek isterken yaptığınız uygulamalar yüzünden başka operatörlere geçmeye zorluyorsunuz."
885,"https://www.sikayetvar.com/turkcell/turkcell-bana-ait-olmayan-hatlar-2
","Merhabalar, adım Murat. Turkcell'den adıma 30 adet hat açıldığını bugün e-Devlet üzerinden öğrendim. Hepsi pasif durumda ve borçları yok; ancak bu hatların nasıl açıldığını merak ederek Turkcell müşteri hizmetlerini aradım. Bana turkcell.com.tr adresinden şikayet formu oluşturup görselleri yüklememi söylediler; fakat maalesef internet sitesine giriş yapılamıyor. Eğer bana dönüş yapılarak bu hatanın düzeltilmesi için adımlar atılmazsa, yetkili mercilere iletişime geçeceğim. Bilginize. 552 *******59"
886,"https://www.sikayetvar.com/turkcell/turkcell-abonesi-olmadigim-hattin-borc-mesaji-bana-geliyor
",Turkcell bana sahibi olmadığım 5308****54 numarasına ait fatura ödemesi hatırlatma SMS'i gönderdi. Müşteri hizmetlerini arayarak durumu iletmiş olsam da daha önce de başka hatlar için bu Turkcell'den aynı mesajları aldığım için rahatsız oldum. Numarama gelen bu izinsiz SMS'lerin bundan sonra yapılmamasını rica ederim.
887,"https://www.sikayetvar.com/turkcell/turkcell-hat-tasima-sorunu-138
","Turkcell'e 10 Mayıs tarihinde hat taşıma işlemi gerçekleştirdim ancak uygulamadan kontrol ettiğimde bana sunulan fiyat ve taahhüt bilgileri farklı görünüyordu. Bunun üzerine hemen müşteri hizmetlerini arayarak durumu bildirdim ve beni çevrimiçi servisten arayarak bilgilendirmelerini talep ettim. Ancak, bilgilendirme mesaj yoluyla yapıldı ve dosya görüntüleme ekranında dosya açılamadı. Bu deneyimden dolayı oldukça rahatsız oldum ve çözüm bekliyorum."
888,"https://www.sikayetvar.com/turkcell/turkcell-yillik-abonelik-degil-11-aylik-abonelik-satin-almisim
","Benzer sorunu dün ben de yaşadım; telefonumda kullanmakta olduğum Star 12 GB paketinin süresi 24 Mayıs 2024 tarihinde bitiyordu. Bu paketi 15 Mayıs 2024 tarihinde Star 10 GB paketi alarak yeniledim; ancak daha sonra bu yeni paketin yenileme tarihinin 15 Mayıs 2024'te başlayıp 24 Nisan 2025'te biteceğini gördüm. Bu durumda, mevcut paketi bitiş tarihinden 10 gün önce yenilediğim için kalan 10 günü yeni aylık ücret üzerinden ödeyeceğim ve yeni paketin bitiş süresi de 1 ay kısaldığı için cezalandırıldığımı düşünüyorum. Turkcell, 'Yıllık Abonelik' olarak adlandırdığı bu abonelik seçeneğini '11 Aylık Abonelik' olarak adlandırması gerektiği görüşündeyim."
889,"https://www.sikayetvar.com/turkcell/turkcellin-telsiz-kullanim-ucreti-uyanikligi
","Turkcell, faturalıdan faturasıza geçen abonelerinden, geçiş tarihten sonraki bir yıllık telsiz kullanım ücretini son faturaya yansıtmak suretiyle müşterisini mağdur ediyor. Oysa ne faturalı ne de faturasız hatlar bu ücreti toplu olarak ödemiyor. Herkesten aylık 15 TL olarak alınan ücretin, faturalıdan faturasıza geçenden tek seferde 150 TL olarak ve son faturasına yansıtmak suretiyle alınmasını Turkcell gibi bir kuruma yakıştıramadım. Herkes aylık ödüyor, geçiş yapan toplu. Hem de daha gelmemiş ayların! Bu adalet mi?"
890,"https://www.sikayetvar.com/turkcell/turkcell-kullandiginin-uzerinde-para-alma-politikasi
","Eski paket olarak kullandığım ayın telefon faturasını yeni paket olarak fiyatlandırdı.
Yıllık abonelik kontratım 09/05/2024 tarihinde biteceğinden yeni tarifeye o gün geçtim. Ancak 10 Nisan-10 Mayıs faturasını ödemem gereken 340 TL yerine yeni tarife fiyatı olan 534,90 TL olarak 10/05/2024 tarihinde kestiler. Kullanıma başlamadan yeni tarife üzerinden nasıl fatura edebiliyorlar diye müşteri hizmetlerini aradığımda öyle yapıldığını düzeltemeyeceklerini söylediler."
891,"https://www.sikayetvar.com/turkcell/turkcell-ihbarname-gondermeden-icra-takibi-baslatti
",Turkcell'e ait hattım vardı. Bu hattı şubat ayında kapattım. Ocak ayına ait faturam için ihbarname gönderdiler ve onu nisan ayında ödedim. Fakat mart ayına ait faturam için kimse bana ihbarname göndermeden avukata icralık yaptılar. Siz haksız yere avukat ücreti ödetiyorsunuz.
892,"https://www.sikayetvar.com/pttavm/pttavm-eksik-evrak-ve-hasarli-koli-ile-gelen-urun-hakkinda-sikayet
","15.05.2024 tarihinde Epttavm internet sitesinden PTT-LHM9L1I3U-150524 Sipariş Kodu ile 1 adet Karaca Multichef 1400 W 5,5 litre Antrasit renk stand mikser 6971,00 TL ile satın aldım. Gelen koli ikinci bir koliye koyulmadığı ve kargo da özen göstermediği için kutu birkaç yerinden delinmişti. Kutunun (ürünün direk kendi kolisi) üzerine de 'Dikkat Kırılır' kırmızı uyarı kağıtları ve kutunun kilitleme kısımlarına da yuvarlak kırmızı kağıt yapıştırıcılar (üzerinde Tüketiciyi Koruma kapsamında müşteri ürünü iade etmesi durumunda ürün ambalajının zarar görmemiş, bant yapıştırılmamış olması gerektiği vb. ibareler olan) ile kapatılmıştı. Ben kutuyu açıp ürünü kontrol ettim, üründe görünürde herhangi bir zarar yoktu. Ancak ürünün kutusunda ne garanti belgesi, ne kullanma kılavuzu ve ne de ürünün faturası yoktu. İlk önce ürünü satın aldığım C.Y.Y. Teknoloji Satıcısına telefon etmek için satış sözleşmesine baktım. Fakat satıcı telefonunun son rakamını yazmamış. Epttavm sitesinden satıcıya durumu açıklayan mesaj attım. Ardından Epttavm çağrı merkezini arayıp kayıt oluşturduk. Hala bir cevap alamadım. Ürün 2 yıl garantili olduğu kutusu üzerinde yazılı. Kullanıldığında ürünle ilgili bir problem çıktığında biz nasıl garantiden yararlanacağız? Ayrıca cihazın nasıl kullanılacağı hakkında müracaat edeceğimiz kullanma kılavuzu da yoktur. Epttavm satış mağazalarının iletişim bilgilerini, özellikle telefon numaralarını eksiksiz alıp satış sözleşmesinde bulunmasına dikkat etmelidir. Müşterinin bu gibi durumlarda direk telefonla satıcıyla iletişime geçip problemin en kısa yoldan çözüme kavuşmasına da katkı sağlayacaktır. Ürünün eksik olan evrakları elime geçmemesi durumunda ürünü iade etmek istesem, ürün kolisinin kilitleme kısımları üzerine satıcının yapıştırdığı yuvarlak bant üzerindeki ibareye göre ve kolinin üzerine 'Dikkat Kırılır' kırmızı uyarı bantlarını ileri sürerek satıcı, ürünü kabul etmeyeceğini belirtiyor. Ben bilseydim bu evraklar kolinin içinden çıkmayacak, koliyi hiç açmadan iade ederdim. Lütfen problemin en kısa sürede çözüme kavuşturulmasını talep ediyorum. Aksi halde ürünü iade edip hem Epttavm'den hem de C.Y.Y. Teknoloji Satıcısından şikayetçi olacağım."
893,"https://www.sikayetvar.com/digiturk/digiturk-iptal-etmek-istiyorum-30
","Ben daha önce Turkcell Online TV Plus kullanıyordum. Beni aradıkları zaman paket değişikliği olacağını anladım ve kabul ettim. Ancak eve kurulum gelince bugün durumu fark ettim, yani ürünü yanlışlıkla aldım. Ürünü iptal etmek istiyorum. Hiç kullanmadım."
894,"https://www.sikayetvar.com/hepsiburada/hepsiburada-dayanaksiz-hatali-urunler
","Merhabalar yeni aldığım eve taşınma sürecindeyim. Yaptığım tadilatlardan bir tanesi mutfak batarya değişimi. 3 yollu batarya aldım montaj yaptım kaynaklı bölgeden su kaçırmaya başladı, musluk kapalı iken de su kaçırıyor. Değişim talebinde bulundum bilmiyorum kaç gün bekleyeceğim?"
895,"https://www.sikayetvar.com/michelin/michelin-lastik-satin-alinca-opet-yakit-kampanyasi-olacakti-ama-olmadi
","İzmir Karaca lastikten Michelin'den dört adet 17 inç sıfır lastik aldım ve kampanya sitesinden fatura görselini de yükleyerek form doldurdum. İki üç gün içinde telefonunuza kod gelecek, bununla Opet'ten 1350 TL'lik akaryakıt alınacağını belirttiler. Ancak ne mail geldi ne SMS. En kısa zamanda çözüm bulunmasını istiyorum."
896,"https://www.sikayetvar.com/sur-celik-kapi/sur-celik-kapi-yanlis-montaj-nedeniyle-3-yillik-kapiyi-degistirmek-zorunda-kaldim
","Sur Çelik Kapı'nın yanlış montaj yapılmış olmasından dolayı yaşanan kronik sorunun normalmiş gibi bizlere anlatılması, ayrıca firma çalışanlarının 2021 Aralık ayında sıfır takılan kapının sorunlu olduğunu neden 2024 yılında söylediğimi sorguluyorlar. Eve ustalar tadilat için gelmeseydi böyle bir sorundan haberim bile olmayacaktı. Kapının normal çalışmasının bu şekilde olduğunu sanıyordum. 3 yıllık kapıyı mecburen değiştireceğim. Kapınız montaj yapılırken dışarıdan bir usta çağırıp su terazisi ile montaj sonrasında kontrol ettirmeniz gerekiyor. Ayrıca inşaat, tadilat işlerinde uzman olmanız firma tarafından bekleniyor, yoksa kendileri hata kabul etmiyorlar."
